63.0000	252.0000
61.8412	253.6326
60.4383	255.0605
59.0237	256.4763
57.6086	257.8914
57.0405	259.8121
57.0043	261.8093
57.0005	263.8110
57.0000	265.8101
58.0500	267.5153
58.9310	269.3119
58.9927	271.3091
59.4462	273.2568
60.5116	274.9507
61.2239	276.8240
61.8774	278.7098
62.3189	280.6558
62.9502	282.5534
63.7993	284.3629
64.6984	286.1476
65.8570	287.7776
66.3559	289.7145
67.6988	291.1921
69.1108	292.6105
70.5258	294.0258
71.9409	295.4409
73.3561	296.8561
75.0541	297.9108
76.8194	298.8447
78.1629	300.3239
79.4123	301.8812
80.2950	303.6766
81.3951	305.3428
82.5331	306.9861
83.3903	308.7903
83.9569	310.7060
83.9954	312.7085
84.3393	314.6748
84.9524	316.5834
84.9949	318.5782
84.9994	320.5809
84.9999	322.5801
85.0000	324.5800
85.0000	326.5800
85.0000	328.5800
85.2817	330.5635
85.9456	332.4536
86.2107	334.4354
87.2820	336.1187
87.9213	338.0176
88.7012	339.8556
88.9660	341.8392
88.9962	343.8400
89.8512	345.6458
90.2832	347.5971
90.9466	349.4844
90.9943	351.4883
91.7946	353.3210
92.6725	355.1170
93.8492	356.7383
94.5745	358.5974
95.7521	360.2232
96.0676	362.2007
97.2932	363.7774
97.9512	365.6614
98.8165	367.4616
99.1931	369.4300
100.4751	370.9633
100.9652	372.9010
102.5129	374.1680
103.8311	375.6765
104.8993	377.3693
106.4039	378.6840
107.8394	380.0803
109.1468	381.5964
110.5370	383.0344
111.9479	384.4478
113.3631	385.8631
115.0639	386.9128
116.8960	387.7151
118.5159	388.8961
120.2000	389.9801
121.7435	391.2555
123.6217	391.9487
125.5962	392.2925
127.4143	393.1365
129.0768	394.2565
130.9625	394.9096
132.8772	395.4943
134.3463	396.8513
135.7640	398.2642
137.4015	399.4184
139.2850	400.0790
140.8339	401.3472
142.6142	402.2550
144.0931	403.5998
145.5857	404.9358
146.9261	406.4169
148.3346	407.8342
149.7500	409.2500
151.5136	410.1905
153.0076	411.5157
154.9512	411.9680
156.5903	413.1164
158.4118	413.9367
160.2253	414.7747
162.2150	414.9782
164.2128	414.9976
166.2103	414.9997
168.2101	415.0000
170.2057	415.1029
172.0301	415.9183
173.7913	416.8713
175.7294	417.3691
177.6442	417.9549
179.6135	418.3019
181.4313	419.1471
183.2295	420.0186
184.7721	421.2845
186.5469	422.2122
187.6073	423.9057
188.7928	425.5182
189.7942	427.2542
190.8859	428.9241
192.0650	430.5428
193.0460	432.2852
193.9282	434.0856
194.8801	435.8408
195.9439	437.5341
197.1487	439.1276
198.3132	440.7576
199.6984	442.1957
201.0174	443.6956
201.8337	445.5207
202.8096	447.2669
203.8918	448.9533
205.0788	450.5573
206.0567	452.3021
207.6365	453.5253
209.2260	454.7493
210.6511	456.1523
212.4038	457.1207
213.9149	458.4245
215.3347	459.8351
216.7500	461.2500
218.1672	462.6672
219.7795	463.8559
221.7146	464.3558
223.5252	465.2048
225.3864	465.9398
227.3734	466.1786
228.9271	467.4406
230.7168	468.3255
232.5180	469.1986
234.3144	470.0715
235.9674	471.1934
237.8441	471.8897
239.4925	473.0222
240.9189	474.4202
242.3348	475.8349
244.0247	476.9049
245.6081	478.1270
246.7021	479.7965
248.3708	480.8979
250.0912	481.9226
251.4097	483.4261
252.8387	484.8299
254.0925	486.3902
255.7509	487.5037
256.7667	489.2333
258.5232	490.1950
259.7070	491.8022
261.0331	493.2997
262.5301	494.6224
263.8003	496.1711
265.5265	497.1885
266.5033	498.9329
268.2031	499.9902
269.2823	501.6750
270.8528	502.9112
272.2667	504.3246
273.9139	505.4641
275.7145	506.3251
277.5178	507.1985
278.5036	508.9339
279.2158	510.8005
280.6547	512.1827
282.0846	513.5861
283.8836	514.4686
285.6949	515.3173
286.6354	517.0843
288.0269	518.5247
289.0295	520.2604
290.7172	521.3243
292.1307	522.7458
293.7896	523.8569
295.5357	524.8240
297.2898	525.7800
299.2756	525.9787
301.2728	525.9976
303.2703	525.9998
305.2684	526.1342
307.1040	526.9275
309.0982	526.9922
311.0030	527.6015
312.4600	528.9644
314.1845	529.9811
315.9595	530.9014
317.8687	531.4832
319.8140	531.9639
321.8183	531.9962
323.8210	531.9996
325.7760	532.4208
327.5926	533.2474
329.0787	534.5860
331.0376	534.9727
333.0331	534.9969
335.0303	534.9997
337.0300	535.0000
339.0300	535.0000
341.0300	535.0000
343.0268	535.0134
344.8232	535.8823
346.8246	535.9887
348.8227	535.9988
350.7761	535.5791
352.7032	535.0414
354.5106	534.1745
356.2596	533.2030
357.9345	532.1119
359.8460	531.5363
361.6696	530.7055
363.5562	530.0510
365.5335	529.7393
367.4139	529.0567
368.9593	527.7925
370.6570	526.7281
372.4507	525.8441
373.9576	524.5333
375.7473	523.6484
377.2072	522.2880
379.0124	521.4201
380.4606	520.0364
381.3577	518.2449
383.0005	517.1028
384.1766	515.4830
385.9182	514.5090
387.7306	513.6601
389.1929	512.3019
390.8307	511.1614
392.3911	509.9057
393.7967	508.4897
394.7783	506.7510
395.7380	505.0011
396.9581	503.4215
398.3984	502.0305
399.3387	500.2624
400.7044	498.8003
401.8579	497.1644
403.4792	495.9985
405.0551	494.7659
405.9086	492.9552
407.5472	491.8058
408.9572	490.3943
410.1832	488.8104
411.4540	487.2723
413.1901	486.2699
414.8364	485.1316
416.7687	484.5998
418.2473	483.2473
419.8969	482.1205
421.6447	481.1561
423.3981	480.2004
425.3856	480.0194
427.3828	480.0021
429.3803	480.0002
431.3800	480.0000
433.3800	480.0000
435.2222	479.2222
437.2147	479.0215
439.2127	479.0023
441.2103	479.0002
443.1645	478.5936
445.0781	478.0293
446.8619	477.1151
448.8546	477.0112
450.8527	477.0012
452.8503	477.0002
454.6558	477.8532
456.6546	477.9859
458.6527	477.9985
460.6503	477.9998
462.6500	478.0000
464.6500	478.0000
466.6261	478.3130
468.1273	479.6364
470.0974	479.9739
472.0930	479.9971
474.0900	480.0000
