486.0000	293.0000
486.0000	291.0000
485.1228	289.2064
484.6306	287.2709
483.2872	285.7936
481.8751	284.3754
480.9008	282.6298
479.6035	281.1136
478.7073	279.3265
477.8333	277.5328
476.5193	276.0282
476.0343	274.0888
476.0036	272.0908
475.1367	270.2849
474.1858	268.5236
473.8025	266.5607
473.0635	264.7053
472.5720	262.7639
472.0665	260.8293
472.0074	258.8299
472.0009	256.8300
472.6520	254.9351
472.9800	252.9665
473.8793	251.1841
473.9884	249.1851
473.9987	247.1872
473.9998	245.1897
474.8480	243.3738
474.9854	241.3754
474.9984	239.3773
474.9998	237.3797
475.0000	235.3799
475.0000	233.3800
475.8172	231.5512
475.9824	229.5554
475.9981	227.5573
475.9998	225.5597
476.0000	223.5599
476.0000	221.5600
476.0000	219.5600
476.0000	217.5600
476.0000	215.5600
475.2119	213.7187
474.3535	211.9134
473.7087	210.0149
473.0947	208.1119
472.1525	206.3445
472.0147	204.3454
471.4205	202.4404
470.5594	200.6321
469.9264	198.7321
469.0771	196.9259
468.4346	195.0310
467.1140	193.5295
466.1154	191.7983
465.1114	190.0682
463.7353	188.6215
462.4156	187.1123
461.0972	185.6105
459.3192	184.7039
457.4874	183.9006
455.6936	183.0113
453.9256	182.0826
452.1694	181.1220
450.1745	181.0117
448.3730	180.1526
446.4204	179.7263
444.6108	178.8797
443.0924	177.5823
441.3058	176.6942
439.8427	175.3371
438.8741	173.5875
437.5685	172.0779
437.0378	170.1487
435.9451	168.4754
434.9645	166.7318
434.0807	164.9422
434.0083	162.9414
434.0009	160.9390
433.4231	159.0287
432.4181	157.3047
431.5112	155.5181
431.0594	153.5697
430.8005	151.5900
429.9743	149.7645
429.0858	147.9726
428.1306	146.2183
427.0241	144.5517
425.2443	143.6429
423.7856	142.2810
421.9800	141.4135
420.0142	141.0279
418.0450	140.6858
416.2957	139.7078
414.4723	138.8971
412.6064	138.1716
410.8250	137.2703
409.0746	136.2997
407.4218	135.1806
405.6711	134.2135
403.6844	134.0206
401.6872	134.0023
399.6897	134.0003
397.6959	133.8480
395.8665	133.0372
394.1005	132.1090
392.1778	131.5549
390.6743	130.2318
388.8892	129.3352
387.1519	128.3408
385.3659	127.4350
384.0942	125.8917
382.8269	124.3420
381.0325	123.4598
379.5819	122.0787
379.0388	120.1578
378.1522	118.3611
377.1204	116.6534
375.3503	115.7242
373.8783	114.3722
372.1212	113.4207
370.6507	112.0637
369.0732	110.8412
367.3723	109.7868
365.9170	108.4125
364.4416	107.0648
362.7189	106.0545
361.3444	104.6072
359.5070	103.8130
358.3244	102.2057
356.9836	100.7253
355.6465	99.2354
353.6617	99.0224
351.8165	98.2554
350.1643	97.1310
348.4145	96.1668
346.4550	95.7455
344.9438	94.4340
343.3875	93.1772
341.4362	92.7367
339.9294	91.4201
338.5098	90.0094
336.7817	88.9974
335.2348	87.7228
333.3483	87.0495
331.3636	87.3199
329.4662	87.9500
327.6569	88.7959
325.6844	89.1315
324.1296	90.3842
322.2188	90.9582
320.4203	91.8374
318.8143	93.0366
317.0032	93.8942
315.4117	95.1104
313.9890	96.5120
312.0383	96.9684
310.2528	97.8669
308.2551	97.9872
306.2572	97.9986
304.2597	97.9998
302.2600	98.0000
300.4428	98.8360
298.4454	98.9842
296.4473	98.9983
294.4632	99.2682
292.6454	100.0998
290.9894	101.2184
289.1066	101.8980
287.1073	101.9888
285.4408	103.0900
283.6282	103.9345
281.6440	104.1691
280.1779	105.5275
278.2269	105.9513
276.2272	105.9947
274.4131	105.1585
272.6515	104.2090
270.6644	104.0202
268.8071	104.7545
266.8152	104.9781
264.8186	105.0873
262.9992	105.9130
261.0054	105.9915
258.9991	105.9991
256.9999	105.9999
255.0000	106.0000
253.0000	106.0000
251.0000	106.0000
249.0000	106.0000
247.0000	106.0000
245.0000	106.0000
243.0000	106.0000
241.3674	104.8412
239.5284	104.0597
237.5309	104.0063
235.6986	103.2088
233.7053	103.0202
231.8478	102.2803
230.0273	101.4510
228.0744	101.0310
226.1436	100.5189
224.3223	99.7000
222.4876	98.9003
220.6258	98.1742
218.8403	97.2831
217.0200	96.4452
215.3027	95.4194
213.6964	94.2344
211.7287	93.8945
209.9050	93.0741
208.0154	92.4217
206.5541	91.0500
204.8324	90.0295
203.2832	88.7696
202.1041	87.1541
200.8836	85.5756
199.5620	84.0704
198.6458	82.2934
196.8858	81.3381
195.3741	80.0224
193.5583	79.1795
191.7933	78.2453
190.1350	77.1256
188.3850	76.1614
186.4286	75.7313
184.5455	75.0550
182.5417	75.0058
180.5391	75.0006
178.5399	75.0001
176.5400	75.0000
174.6990	75.7915
172.8982	76.6596
170.9244	76.9753
168.9271	76.9973
166.9297	76.9997
164.9299	77.0000
162.9285	77.0358
161.1177	77.8926
159.1154	77.9897
157.1172	77.9989
155.1197	77.9999
153.3147	77.1417
151.3154	77.0136
149.3173	77.0015
147.3197	77.0002
145.5019	76.1742
143.5054	76.0168
141.5072	76.0018
139.5097	76.0002
137.5099	76.0000
135.7800	77.0000
