498.0000	268.0000
502.9999	268.0909
506.2437	271.8955
508.8840	276.1398
509.9622	281.0261
509.9996	286.0261
512.4067	290.4106
512.9934	295.3779
512.6229	300.3615
508.5093	303.2121
503.8379	304.9810
501.3259	309.3044
498.2002	313.2089
493.9932	315.9019
489.9936	318.8986
485.4266	320.9309
480.8195	322.8813
476.9340	326.0336
474.0981	330.1467
473.0779	335.0463
470.6045	339.3965
467.7430	343.4939
463.5526	346.2202
460.4078	350.1045
457.0208	353.7820
453.6578	357.4847
448.6829	357.9910
444.1088	360.0108
441.3676	364.1950
438.7740	368.4656
437.5677	373.3163
435.6276	377.9245
432.8204	382.0674
431.0143	386.7298
430.0217	391.6253
429.9116	396.6224
427.0844	400.7405
423.9016	404.5946
421.2297	408.8205
419.6643	413.5692
416.9564	417.7695
412.8980	420.6883
409.7791	424.5956
406.6644	428.5035
402.8756	431.7659
399.1624	435.1169
396.4424	439.3065
394.5431	443.9274
390.9470	447.4016
387.3143	450.8358
383.9569	454.5398
380.1156	457.7430
376.0440	460.6459
372.2224	463.8702
368.8644	467.5779
364.0694	468.9884
359.4012	470.7797
354.7926	472.7125
350.8196	475.7442
345.8300	475.9975
342.1148	479.3448
337.7801	481.8300
333.2348	483.9185
328.2770	484.5822
323.9760	487.1256
319.2940	488.8784
314.2949	488.9985
309.6729	490.8982
305.1249	492.9731
300.1235	492.9993
295.1259	493.0000
290.1250	493.0000
285.1250	493.0000
280.1250	493.0000
275.1402	492.6028
270.3989	491.0260
265.6358	492.5486
261.2261	494.9116
256.2240	494.9990
251.2250	495.0000
246.9738	497.6400
242.0018	498.1969
237.0612	498.9940
232.0616	499.1830
227.3912	500.9712
222.7974	502.9388
217.7939	502.9993
212.7950	503.0000
208.1716	504.9093
203.4488	506.5517
199.1056	509.0247
194.5681	511.1270
190.4402	513.9475
185.9476	516.1307
183.1558	520.2767
178.3487	521.6533
173.5265	522.9875
168.5975	523.8011
163.6021	523.9978
158.6050	524.0000
